sensor_ID,power,signal_strength,malfunction
1247,4.65,-98,1
1248,3.49,-79,0
1249,3.94,-57,0
1250,3.76,-69,0
1251,4.02,-76,0
1252,3.75,-80,0
1253,3.83,-77,0
1254,2.57,-55,1
1255,3.79,-51,0
1256,3.57,-61,0
1257,4.78,-75,0
1258,3.5,-54,0
1259,4.25,-60,0
1260,4.2,-50,0
1261,4.04,-79,0
1262,4.18,-60,0
1263,4.25,-58,0
1264,4.8,-58,0
1265,2.73,-71,1
1266,4.95,-54,0
1267,4.7,-58,0
1268,3.8,-67,0
1269,2.71,-77,1
1270,4.75,-76,0
1271,3.15,-68,0
1272,3.33,-65,0
1273,3.89,-95,1
1274,4.74,-76,0
1275,4.52,-72,0
1276,3.48,-56,0
1277,2.24,-73,1
1278,4.88,-70,0
1279,4.21,-96,1
1280,4.53,-60,0
1281,3.28,-59,0
1282,3.2,-68,0
1283,3.61,-66,0
1284,3.7,-52,0
1285,4.49,-74,0
1286,3.53,-70,0
1287,4.75,-59,0
1288,3.05,-73,0
1289,3.55,-68,0
1290,3.92,-73,0
1291,2.4,-95,1
1292,3.57,-68,0
1293,3.21,-52,0
1294,4.8,-67,0
1295,4.34,-67,0
1296,3.48,-77,0
1297,3.73,-56,0
1298,4.84,-53,0
1299,4.59,-69,0
1300,4.49,-76,0
1301,3.71,-80,0
1302,3.49,-100,1
1303,4.98,-54,0
1304,3.51,-54,0
1305,4.5,-74,0
1306,3.25,-98,1
1307,4.4,-79,0
1308,4.33,-75,0
1309,4.55,-80,0
1310,3.24,-100,1
1311,3.22,-71,0
1312,3.46,-54,0
1313,3.53,-67,0
1314,4.67,-68,0
1315,3.46,-50,0
1316,0.67,-50,1
1317,4.5,-62,0
1318,4.24,-79,0
1319,3.95,-56,0
1320,3.31,-62,0
1321,0.04,-75,1
1322,4.65,-52,0
1323,4.62,-55,0
1324,4.02,-64,0
1325,4.38,-62,0
1326,4.73,-50,0
1327,4.46,-59,0
1328,4.68,-58,0
1329,4.79,-78,0
1330,3.49,-79,0
1331,3.84,-60,0
1332,4.0,-90,1
1333,4.07,-77,0
1334,4.75,-53,0
1335,4.31,-54,0
1336,2.92,-59,1
1337,3.0,-52,0
1338,4.59,-51,0
1339,4.01,-56,0
1340,4.66,-79,0
1341,3.71,-78,0
1342,3.4,-95,1
1343,2.95,-75,1
1344,4.34,-71,0
1345,3.38,-71,0
1346,3.8,-52,0
1347,4.18,-58,0
1348,4.62,-56,0
1349,4.09,-58,0
1350,3.03,-52,0
1351,3.43,-95,1
1352,4.8,-75,0
1353,3.72,-80,0
1354,3.72,-52,0
1355,4.59,-61,0
1356,4.02,-56,0
1357,4.73,-77,0
1358,3.36,-61,0
1359,3.91,-72,0
1360,3.23,-72,0
1361,3.07,-62,0
1362,3.55,-68,0
1363,3.83,-57,0
1364,3.39,-71,0
1365,4.05,-57,0
1366,4.45,-51,0
1367,4.86,-66,0
1368,3.93,-68,0
1369,4.75,-56,0
1370,4.27,-58,0
1371,3.47,-52,0
1372,3.99,-72,0
1373,4.26,-71,0
1374,4.21,-75,0
1375,4.53,-59,0
1376,3.58,-78,0
1377,3.21,-76,0
1378,4.34,-77,0
1379,3.08,-65,0
1380,4.77,-70,0
1381,3.45,-78,0
1382,4.9,-66,0
1383,3.51,-56,0
1384,2.6,-70,1
1385,4.96,-51,0
1386,4.82,-66,0
1387,2.69,-51,1
1388,4.83,-75,0
1389,4.19,-73,0
1390,3.59,-77,0
1391,3.82,-62,0
1392,4.62,-72,0
1393,3.64,-70,0
1394,3.47,-91,1
1395,4.93,-63,0
1396,3.46,-62,0
1397,4.84,-80,0
1398,4.87,-59,0
1399,3.1,-59,0
1400,4.53,-73,0
1401,3.63,-64,0
1402,3.94,-70,0
1403,4.66,-54,0
1404,4.43,-80,0
1405,3.63,-58,0
1406,3.91,-76,0
1407,3.12,-55,0
1408,3.08,-57,0
1409,4.74,-76,0
1410,4.93,-57,0
1411,4.28,-50,0
1412,4.86,-71,0
1413,4.28,-93,1
1414,3.34,-52,0
1415,3.69,-99,1
1416,3.24,-97,1
1417,3.72,-62,0
1418,3.44,-69,0
1419,3.86,-60,0
1420,3.38,-72,0
1421,4.98,-63,0
1422,4.15,-76,0
1423,3.92,-79,0
1424,4.23,-67,0
1425,3.14,-67,0
1426,4.99,-67,0
1427,4.53,-59,0
1428,3.39,-79,0
1429,4.48,-74,0
1430,4.61,-60,0
1431,3.7,-78,0
1432,4.78,-57,0
1433,3.76,-73,0
1434,3.51,-59,0
1435,4.79,-51,0
1436,2.02,-51,1
1437,3.43,-74,0
1438,3.9,-56,0
1439,3.69,-57,0
1440,3.82,-66,0
1441,4.58,-96,1
1442,4.39,-99,1
1443,4.91,-69,0
1444,3.33,-64,0
1445,4.91,-79,0
1446,4.4,-52,0
1447,4.8,-63,0
1448,4.63,-53,0
1449,1.55,-75,1
1450,3.2,-70,0
1451,4.72,-60,0
1452,3.83,-71,0
1453,3.52,-72,0
1454,4.16,-63,0
1455,3.47,-67,0
1456,3.27,-78,0
1457,3.65,-92,1
1458,4.21,-58,0
1459,3.94,-60,0
1460,4.94,-69,0
1461,3.37,-67,0
1462,3.6,-74,0
1463,4.31,-67,0
1464,3.14,-61,0
1465,4.84,-56,0
1466,1.38,-75,1
1467,3.4,-59,0
1468,4.55,-59,0
1469,3.45,-52,0
1470,4.62,-59,0
1471,4.44,-70,0
1472,3.12,-64,0
1473,3.43,-56,0
1474,3.88,-79,0
1475,3.08,-76,0
1476,4.75,-67,0
1477,4.3,-78,0
1478,1.4,-63,1
1479,4.51,-63,0
1480,3.15,-63,0
1481,3.03,-68,0
1482,3.78,-52,0
1483,4.17,-79,0
1484,4.33,-68,0
1485,4.79,-76,0
1486,3.03,-73,0
1487,4.29,-60,0
1488,3.21,-78,0
1489,4.66,-78,0
1490,3.69,-77,0
1491,3.53,-50,0
1492,4.24,-56,0
1493,3.43,-75,0
1494,3.69,-50,0
1495,3.08,-74,0
1496,4.38,-65,0
1497,4.66,-70,0
1498,3.21,-80,0
1499,4.37,-74,0
1500,4.89,-95,1
1501,3.9,-77,0
1502,0.05,-53,1
1503,3.75,-63,0
1504,4.12,-50,0
1505,1.64,-54,1
1506,4.47,-61,0
1507,4.92,-61,0
1508,4.27,-68,0
1509,4.38,-77,0
1510,4.14,-80,0
1511,3.51,-63,0
1512,4.0,-91,1
1513,4.69,-56,0
1514,3.84,-50,0
1515,4.95,-73,0
1516,4.84,-60,0
1517,3.21,-78,0
1518,4.79,-70,0
1519,3.62,-72,0
1520,3.18,-76,0
1521,3.42,-59,0
1522,4.54,-75,0
1523,4.66,-50,0
1524,3.43,-69,0
1525,3.05,-79,0
1526,3.04,-67,0
1527,3.1,-55,0
1528,2.2,-50,1
1529,3.06,-62,0
1530,3.13,-60,0
1531,4.26,-80,0
1532,3.89,-70,0
1533,3.51,-50,0
1534,3.85,-80,0
1535,3.53,-52,0
1536,2.35,-76,1
1537,3.41,-54,0
1538,3.55,-64,0
1539,3.52,-56,0
1540,3.03,-76,0
1541,4.22,-63,0
1542,3.9,-65,0
1543,4.99,-59,0
1544,4.65,-73,0
1545,3.22,-59,0
1546,3.55,-52,0
1547,3.47,-59,0
1548,4.47,-60,0
1549,3.19,-65,0
1550,4.14,-72,0
1551,3.85,-65,0
1552,3.52,-72,0
1553,3.63,-63,0
1554,3.67,-77,0
1555,4.15,-67,0
1556,4.79,-56,0
1557,4.22,-60,0
1558,3.16,-65,0
1559,3.29,-63,0
1560,4.89,-51,0
1561,4.77,-91,1
1562,4.29,-69,0
1563,3.71,-50,0
1564,4.05,-70,0
1565,3.68,-96,1
1566,1.06,-67,1
1567,4.61,-76,0
1568,4.21,-50,0
1569,4.36,-73,0
1570,3.53,-71,0
1571,3.78,-100,1
1572,3.71,-70,0
1573,3.97,-93,1
1574,4.02,-56,0
1575,0.15,-76,1
1576,4.45,-52,0
1577,3.86,-59,0
1578,3.48,-58,0
1579,4.75,-78,0
1580,4.15,-79,0
1581,3.52,-73,0
1582,3.22,-71,0
1583,3.49,-70,0
1584,4.1,-51,0
1585,2.87,-60,1
1586,1.76,-77,1
1587,3.87,-64,0
1588,3.14,-55,0
1589,3.15,-55,0
1590,3.84,-57,0
1591,4.01,-62,0
1592,4.84,-57,0
1593,4.88,-56,0
1594,4.51,-80,0
1595,3.31,-56,0
1596,4.05,-59,0
1597,4.65,-58,0
1598,3.24,-61,0
1599,3.86,-54,0
1600,4.55,-66,0
1601,4.72,-70,0
1602,5.0,-72,0
1603,4.9,-55,0
1604,4.8,-73,0
1605,4.58,-60,0
1606,3.23,-58,0
1607,3.09,-70,0
1608,3.98,-73,0
1609,1.13,-77,1
1610,4.91,-50,0
1611,4.83,-92,1
1612,3.56,-58,0
1613,2.29,-74,1
1614,3.71,-53,0
1615,3.92,-69,0
1616,2.87,-53,1
1617,4.82,-74,0
1618,4.12,-57,0
1619,4.51,-59,0
1620,4.52,-80,0
1621,4.22,-77,0
1622,3.62,-71,0
1623,3.87,-77,0
1624,3.66,-54,0
1625,3.9,-55,0
1626,4.51,-55,0
1627,4.2,-59,0
1628,3.34,-70,0
1629,4.37,-77,0
1630,4.17,-67,0
1631,4.0,-63,0
1632,4.01,-53,0
1633,4.9,-74,0
1634,4.8,-55,0
1635,4.63,-67,0
1636,4.44,-52,0
1637,3.13,-54,0
1638,4.81,-69,0
1639,3.05,-97,1
1640,4.5,-70,0
1641,3.96,-57,0
1642,3.79,-53,0
1643,3.6,-55,0
1644,4.86,-79,0
1645,3.78,-68,0
1646,3.04,-63,0
1647,3.8,-77,0
1648,3.91,-62,0
1649,3.83,-77,0
1650,3.81,-56,0
1651,3.33,-57,0
1652,4.45,-56,0
1653,3.78,-64,0
1654,4.25,-55,0
1655,4.15,-68,0
1656,3.92,-66,0
1657,3.42,-66,0
1658,4.74,-61,0
1659,4.71,-71,0
1660,4.32,-76,0
1661,4.59,-65,0
1662,4.86,-90,1
1663,3.06,-68,0
1664,3.09,-69,0
1665,4.42,-57,0
1666,3.91,-72,0
1667,4.11,-76,0
1668,4.77,-64,0
1669,3.48,-76,0
1670,4.33,-66,0
1671,4.71,-79,0
1672,3.59,-77,0
1673,3.69,-80,0
1674,4.91,-61,0
1675,4.83,-65,0
1676,3.9,-92,1
1677,3.25,-99,1
1678,4.47,-67,0
1679,3.0,-60,0
1680,3.51,-57,0
1681,3.98,-52,0
1682,1.29,-51,1
1683,3.91,-76,0
1684,4.74,-53,0
1685,3.78,-77,0
1686,3.2,-51,0
1687,4.76,-66,0
1688,4.56,-54,0
1689,3.13,-75,0
1690,4.27,-54,0
1691,4.61,-98,1
1692,3.91,-71,0
1693,4.99,-52,0
1694,3.34,-67,0
1695,4.99,-80,0
1696,4.7,-79,0
1697,3.29,-56,0
1698,0.81,-78,1
1699,3.27,-77,0
1700,4.03,-67,0
1701,4.91,-79,0
1702,3.63,-60,0
1703,4.44,-67,0
1704,4.48,-67,0
1705,3.53,-51,0
1706,3.61,-76,0
1707,3.37,-76,0
1708,3.85,-62,0
1709,4.5,-65,0
1710,4.32,-51,0
1711,3.15,-59,0
1712,3.57,-68,0
1713,4.33,-51,0
1714,4.75,-52,0
1715,4.07,-79,0
1716,4.01,-67,0
1717,4.15,-74,0
1718,4.28,-67,0
1719,3.55,-90,1
1720,4.57,-76,0
1721,4.05,-73,0
1722,3.22,-68,0
1723,4.04,-68,0
1724,4.94,-55,0
1725,4.1,-56,0
1726,4.67,-68,0
1727,4.87,-62,0
1728,3.2,-72,0
1729,4.52,-72,0
1730,3.5,-54,0
1731,4.66,-59,0
1732,4.52,-59,0
1733,4.98,-72,0
1734,4.53,-59,0
1735,1.34,-66,1
1736,3.56,-71,0
1737,3.51,-60,0
1738,3.01,-53,0
1739,3.27,-54,0
1740,3.62,-74,0
1741,4.68,-67,0
1742,3.47,-51,0
1743,4.38,-63,0
1744,4.34,-59,0
1745,3.4,-66,0
1746,4.31,-60,0
1747,3.4,-57,0
1748,3.41,-56,0
1749,4.57,-61,0
1750,3.01,-58,0
1751,4.24,-78,0
1752,4.2,-67,0
1753,4.11,-65,0
1754,3.55,-58,0
1755,4.88,-76,0
1756,4.06,-60,0
1757,4.32,-63,0
1758,4.26,-74,0
1759,4.02,-59,0
1760,3.28,-70,0
1761,3.86,-54,0
1762,4.96,-95,1
1763,1.89,-71,1
1764,3.83,-55,0
1765,4.14,-63,0
1766,4.68,-59,0
1767,4.63,-71,0
1768,3.64,-59,0
1769,4.64,-71,0
1770,4.99,-55,0
1771,4.61,-74,0
1772,3.68,-64,0
1773,4.26,-71,0
1774,4.18,-65,0
1775,3.7,-100,1
1776,3.21,-70,0
1777,4.17,-50,0
1778,3.68,-71,0
1779,3.24,-58,0
1780,4.31,-50,0
1781,1.15,-78,1
1782,3.24,-61,0
1783,3.36,-56,0
1784,4.68,-61,0
1785,3.52,-76,0
1786,3.5,-62,0
1787,4.7,-56,0
1788,4.33,-55,0
1789,4.59,-56,0
1790,4.65,-62,0
1791,4.42,-63,0
1792,4.92,-59,0
1793,4.48,-54,0
1794,4.57,-99,1
1795,4.16,-68,0
1796,4.96,-52,0
1797,4.46,-53,0
1798,4.14,-97,1
1799,3.51,-52,0
1800,3.21,-65,0
1801,3.38,-72,0
1802,4.25,-59,0
1803,4.84,-78,0
1804,0.16,-69,1
1805,3.9,-59,0
1806,4.86,-74,0
1807,3.36,-95,1
1808,0.54,-60,1
1809,3.35,-74,0
1810,3.14,-78,0
1811,4.47,-57,0
1812,3.86,-68,0
1813,4.49,-70,0
1814,4.69,-56,0
1815,4.74,-69,0
1816,4.21,-99,1
1817,4.58,-76,0
1818,4.83,-62,0
1819,3.59,-66,0
1820,4.73,-77,0
1821,3.45,-63,0
1822,3.61,-71,0
1823,3.05,-51,0
1824,3.26,-58,0
1825,4.73,-50,0
1826,3.64,-71,0
1827,4.84,-63,0
1828,4.15,-97,1
1829,4.97,-93,1
1830,4.64,-75,0
1831,4.55,-55,0
1832,3.38,-51,0
1833,4.76,-67,0
1834,4.33,-65,0
1835,4.11,-76,0
1836,3.62,-60,0
1837,3.45,-80,0
1838,4.43,-51,0
1839,3.38,-76,0
1840,3.26,-57,0
1841,3.47,-78,0
1842,2.37,-57,1
1843,4.19,-72,0
1844,3.51,-55,0
1845,3.93,-70,0
1846,3.58,-64,0
1847,3.93,-75,0
1848,3.63,-63,0
1849,4.8,-63,0
1850,4.98,-71,0
1851,3.49,-65,0
1852,3.28,-57,0
1853,4.72,-74,0
1854,4.62,-73,0
1855,4.3,-67,0
1856,4.58,-79,0
1857,4.14,-91,1
1858,3.26,-50,0
1859,4.53,-80,0
1860,4.76,-68,0
1861,4.29,-60,0
1862,4.72,-62,0
1863,3.77,-67,0
1864,4.03,-61,0
1865,3.62,-55,0
1866,4.0,-100,1
1867,4.7,-70,0
1868,4.62,-75,0
1869,3.6,-77,0
1870,4.81,-54,0
1871,4.9,-57,0
1872,4.87,-64,0
1873,3.39,-72,0
1874,1.18,-55,1
1875,4.19,-52,0
1876,3.07,-80,0
1877,3.55,-52,0
1878,3.96,-53,0
1879,4.15,-61,0
1880,4.8,-65,0
1881,4.1,-63,0
1882,3.19,-71,0
1883,4.54,-63,0
1884,4.19,-62,0
1885,3.72,-75,0
1886,3.79,-56,0
1887,4.99,-73,0
1888,0.09,-52,1
1889,4.97,-52,0
1890,3.4,-71,0
1891,4.79,-60,0
1892,3.77,-59,0
1893,4.83,-65,0
1894,4.79,-78,0
1895,4.79,-71,0
1896,4.73,-73,0
1897,4.4,-75,0
1898,4.88,-76,0
1899,4.09,-77,0
1900,4.12,-56,0
1901,3.77,-63,0
1902,3.48,-96,1
1903,3.7,-54,0
1904,3.32,-78,0
1905,4.72,-71,0
1906,3.01,-74,0
1907,0.06,-73,1
1908,3.58,-58,0
1909,0.57,-64,1
1910,3.7,-62,0
1911,4.41,-51,0
1912,3.15,-52,0
1913,4.91,-61,0
1914,3.71,-56,0
1915,3.18,-66,0
1916,3.87,-65,0
1917,4.43,-73,0
1918,4.75,-51,0
1919,3.26,-61,0
1920,3.11,-53,0
1921,3.54,-68,0
1922,4.74,-62,0
1923,3.47,-75,0
1924,4.41,-65,0
1925,4.54,-66,0
1926,4.09,-75,0
1927,3.31,-52,0
1928,3.49,-57,0
1929,3.45,-54,0
1930,3.64,-99,1
1931,4.52,-53,0
1932,3.67,-71,0
1933,3.58,-60,0
1934,4.6,-68,0
1935,4.83,-52,0
1936,4.54,-91,1
1937,4.0,-52,0
1938,4.29,-57,0
1939,3.57,-63,0
1940,4.46,-58,0
1941,4.67,-67,0
1942,3.01,-53,0
1943,3.55,-58,0
1944,3.29,-78,0
1945,4.68,-90,1
1946,3.5,-79,0
1947,4.14,-56,0
1948,4.59,-70,0
1949,4.1,-77,0
1950,3.06,-67,0
1951,3.61,-61,0
1952,4.48,-64,0
1953,4.31,-79,0
1954,4.43,-57,0
1955,4.02,-61,0
1956,3.5,-54,0
1957,4.89,-74,0
1958,4.11,-66,0
1959,3.93,-59,0
1960,4.24,-71,0
1961,3.1,-90,1
1962,4.16,-63,0
1963,3.56,-59,0
1964,4.11,-94,1
1965,4.76,-61,0
1966,3.89,-50,0
1967,3.58,-69,0
1968,3.41,-69,0
1969,3.22,-50,0
1970,1.76,-76,1
1971,4.58,-69,0
1972,3.22,-59,0
1973,4.87,-77,0
1974,4.89,-53,0
1975,4.88,-60,0
1976,4.12,-67,0
1977,3.31,-79,0
1978,4.64,-60,0
1979,3.3,-72,0
1980,4.29,-64,0
1981,4.87,-74,0
1982,3.85,-63,0
1983,3.72,-53,0
1984,3.98,-80,0
1985,3.8,-54,0
1986,3.4,-52,0
1987,4.65,-65,0
1988,3.49,-80,0
1989,3.33,-66,0
1990,4.41,-64,0
1991,3.24,-77,0
1992,4.84,-70,0
1993,3.29,-63,0
1994,4.66,-70,0
1995,3.42,-65,0
1996,4.52,-72,0
1997,4.71,-53,0
1998,3.37,-80,0
1999,3.7,-100,1
2000,3.45,-59,0
2001,3.56,-74,0
2002,3.82,-74,0
2003,4.78,-54,0
2004,3.64,-78,0
2005,3.67,-61,0
2006,3.76,-74,0
2007,3.6,-57,0
2008,4.98,-58,0
2009,3.63,-54,0
2010,4.9,-56,0
2011,4.81,-77,0
2012,3.46,-76,0
2013,4.36,-69,0
2014,1.86,-61,1
2015,4.35,-99,1
2016,3.27,-61,0
2017,4.65,-71,0
2018,4.92,-57,0
2019,4.71,-50,0
2020,2.44,-69,1
2021,3.72,-64,0
2022,3.76,-77,0
2023,4.02,-79,0
2024,5.0,-58,0
2025,3.43,-73,0
2026,3.93,-55,0
2027,3.65,-75,0
2028,3.58,-67,0
2029,4.3,-74,0
2030,3.74,-69,0
2031,4.23,-54,0
2032,4.43,-80,0
2033,1.86,-64,1
2034,3.73,-57,0
2035,4.81,-73,0
2036,4.99,-76,0
2037,3.91,-55,0
2038,4.27,-50,0
2039,4.67,-77,0
2040,3.29,-67,0
2041,3.95,-65,0
2042,1.34,-80,1
2043,4.7,-58,0
2044,4.98,-75,0
2045,3.89,-73,0
2046,3.23,-64,0
2047,3.19,-61,0
2048,3.13,-64,0
2049,3.97,-77,0
2050,3.27,-78,0
2051,3.56,-71,0
2052,4.04,-71,0
2053,3.82,-63,0
2054,4.23,-67,0
2055,1.5,-58,1
2056,4.4,-67,0
2057,3.15,-79,0
2058,3.84,-93,1
2059,4.5,-57,0
2060,4.68,-65,0
2061,4.55,-75,0
2062,4.47,-51,0
2063,3.8,-56,0
2064,3.42,-78,0
2065,4.97,-53,0
2066,2.46,-64,1
2067,4.67,-70,0
2068,4.84,-72,0
2069,3.53,-56,0
2070,3.96,-62,0
2071,4.27,-100,1
2072,4.19,-78,0
2073,3.89,-71,0
2074,4.44,-80,0
2075,4.98,-62,0
2076,3.29,-64,0
2077,4.74,-63,0
2078,3.0,-51,0
2079,3.8,-77,0
2080,4.26,-79,0
2081,3.74,-60,0
2082,3.36,-51,0
2083,4.07,-66,0
2084,4.75,-63,0
2085,4.09,-76,0
2086,4.19,-71,0
2087,3.67,-67,0
2088,3.23,-73,0
2089,3.91,-50,0
2090,4.73,-60,0
2091,4.65,-59,0
2092,4.02,-75,0
2093,4.23,-54,0
2094,4.75,-77,0
2095,1.72,-62,1
2096,4.79,-98,1
2097,0.8,-79,1
2098,3.2,-61,0
2099,4.73,-96,1
2100,4.09,-65,0
2101,4.75,-64,0
2102,3.52,-69,0
2103,3.85,-59,0
2104,3.85,-79,0
2105,3.93,-72,0
2106,3.28,-73,0
2107,4.62,-76,0
2108,3.01,-80,0
2109,4.47,-65,0
2110,3.93,-51,0
2111,0.55,-62,1
2112,3.08,-58,0
2113,3.78,-63,0
2114,4.46,-95,1
2115,4.39,-68,0
2116,4.98,-71,0
2117,2.63,-70,1
2118,3.24,-75,0
2119,3.85,-65,0
2120,4.23,-55,0
2121,4.02,-93,1
2122,4.84,-51,0
2123,4.66,-74,0
2124,4.85,-80,0
2125,4.18,-71,0
2126,3.47,-76,0
2127,0.04,-70,1
2128,4.16,-50,0
2129,3.86,-73,0
2130,4.79,-63,0
2131,4.54,-69,0
2132,3.79,-78,0
2133,4.61,-76,0
2134,3.65,-57,0
2135,4.78,-59,0
2136,3.62,-56,0
2137,0.54,-77,1
2138,3.73,-78,0
2139,3.51,-68,0
2140,3.44,-58,0
2141,4.96,-76,0
2142,3.93,-51,0
2143,4.28,-99,1
2144,3.83,-55,0
2145,4.2,-51,0
2146,3.35,-71,0
2147,3.17,-78,0
2148,3.83,-50,0
2149,4.12,-95,1
2150,4.92,-69,0
2151,3.1,-75,0
2152,4.7,-59,0
2153,4.91,-58,0
2154,3.8,-61,0
2155,4.44,-80,0
2156,3.1,-64,0
2157,3.41,-56,0
2158,4.69,-73,0
2159,4.5,-75,0
2160,5.0,-65,0
2161,4.92,-64,0
2162,3.39,-68,0
2163,3.38,-69,0
2164,3.49,-80,0
2165,3.68,-58,0
2166,4.31,-78,0
2167,1.67,-54,1
2168,4.44,-57,0
2169,3.13,-69,0
2170,2.49,-69,1
2171,3.98,-68,0
2172,3.81,-64,0
2173,4.64,-60,0
2174,3.66,-78,0
2175,4.77,-57,0
2176,4.25,-52,0
2177,3.24,-68,0
2178,3.02,-80,0
2179,4.35,-73,0
2180,3.85,-56,0
2181,3.43,-78,0
2182,3.28,-77,0
2183,4.8,-96,1
2184,3.79,-62,0
2185,4.43,-64,0
2186,4.44,-63,0
2187,3.45,-69,0
2188,3.05,-79,0
2189,3.24,-74,0
2190,4.73,-52,0
2191,3.49,-56,0
2192,3.2,-71,0
2193,3.52,-56,0
2194,4.44,-60,0
2195,4.34,-79,0
2196,3.99,-63,0
2197,3.01,-70,0
2198,4.87,-73,0
2199,3.13,-66,0
2200,4.71,-76,0
2201,4.23,-57,0
2202,3.42,-57,0
2203,4.07,-72,0
2204,3.44,-74,0
2205,3.7,-77,0
2206,3.47,-68,0
2207,2.03,-75,1
2208,4.92,-74,0
2209,4.75,-77,0
2210,3.89,-73,0
2211,3.23,-72,0
2212,3.93,-57,0
2213,3.28,-72,0
2214,4.68,-57,0
2215,4.42,-73,0
2216,4.36,-72,0
2217,3.14,-72,0
2218,4.91,-70,0
2219,4.17,-54,0
2220,5.0,-74,0
2221,3.58,-93,1
2222,4.71,-52,0
2223,4.52,-53,0
2224,4.78,-62,0
2225,3.92,-53,0
2226,3.79,-62,0
2227,4.28,-58,0
2228,4.77,-78,0
2229,3.56,-68,0
2230,3.49,-72,0
2231,4.22,-50,0
2232,3.6,-50,0
2233,4.65,-77,0
2234,4.0,-60,0
2235,4.6,-73,0
2236,4.67,-59,0
2237,4.22,-71,0
2238,2.45,-64,1
2239,4.06,-54,0
2240,3.41,-74,0
2241,3.0,-58,0
2242,3.11,-62,0
2243,3.91,-60,0
2244,3.16,-62,0
2245,4.85,-59,0
2246,3.37,-57,0
2247,4.03,-55,0
2248,4.03,-74,0
2249,4.37,-76,0
2250,3.95,-79,0
2251,3.44,-76,0
2252,4.57,-53,0
2253,4.06,-92,1
2254,3.24,-74,0
2255,4.74,-78,0
2256,3.52,-70,0
2257,0.25,-67,1
2258,3.44,-54,0
2259,4.66,-73,0
2260,4.51,-71,0
2261,4.68,-67,0
2262,4.82,-53,0
2263,4.48,-70,0
2264,3.24,-50,0
2265,4.04,-99,1
2266,3.48,-57,0
2267,4.14,-72,0
2268,4.3,-91,1
2269,4.09,-67,0
2270,4.83,-74,0
2271,4.92,-73,0
2272,3.33,-51,0
2273,4.88,-68,0
2274,4.9,-68,0
2275,4.31,-55,0
2276,4.19,-80,0
2277,3.42,-75,0
2278,3.66,-74,0
2279,4.62,-62,0
2280,4.51,-61,0
2281,3.51,-52,0
2282,4.22,-71,0
2283,4.7,-66,0
2284,4.41,-76,0
2285,4.07,-68,0
2286,4.62,-70,0
2287,3.79,-51,0
2288,3.82,-78,0
2289,4.83,-61,0
2290,4.92,-96,1
2291,4.23,-69,0
2292,3.29,-62,0
2293,4.04,-99,1
2294,3.47,-63,0
2295,4.21,-62,0
2296,3.58,-73,0
2297,4.14,-64,0
2298,4.07,-80,0
2299,3.68,-68,0
2300,3.43,-75,0
2301,4.26,-53,0
2302,3.88,-52,0
2303,4.54,-59,0
2304,3.51,-50,0
2305,3.63,-53,0
2306,3.9,-71,0
2307,4.18,-68,0
2308,4.83,-62,0
2309,4.24,-50,0
2310,3.87,-53,0
2311,4.15,-50,0
2312,4.93,-51,0
2313,3.19,-61,0
2314,3.31,-74,0
2315,3.8,-54,0
2316,3.03,-79,0
2317,3.67,-74,0
2318,4.0,-56,0
2319,3.86,-79,0
2320,3.1,-61,0
2321,4.93,-59,0
2322,3.42,-52,0
2323,3.08,-74,0
2324,4.84,-57,0
2325,4.37,-64,0
2326,4.05,-69,0
2327,4.06,-78,0
2328,3.77,-55,0
2329,3.38,-56,0
2330,4.59,-64,0
2331,4.5,-99,1
2332,4.31,-62,0
2333,4.75,-74,0
2334,3.73,-63,0
2335,3.22,-79,0
2336,3.2,-62,0
2337,4.03,-57,0
2338,4.92,-62,0
2339,4.42,-78,0
2340,3.71,-92,1
2341,4.46,-58,0
2342,4.02,-67,0
2343,4.76,-57,0
2344,4.54,-62,0
2345,0.63,-65,1
2346,3.64,-50,0
2347,4.94,-95,1
2348,4.34,-60,0
2349,4.11,-78,0
2350,4.23,-50,0
2351,4.47,-72,0
2352,4.77,-66,0
2353,4.98,-54,0
2354,3.69,-54,0
2355,3.08,-51,0
2356,3.02,-56,0
2357,4.31,-59,0
2358,3.06,-71,0
2359,4.01,-52,0
2360,4.7,-54,0
2361,2.95,-60,1
2362,4.63,-100,1
2363,3.42,-76,0
2364,3.58,-100,1
2365,4.76,-58,0
2366,3.33,-67,0
2367,3.82,-57,0
2368,3.83,-55,0
2369,3.35,-66,0
2370,4.91,-51,0
2371,3.37,-55,0
2372,3.6,-76,0
2373,4.45,-64,0
2374,4.09,-78,0
2375,4.6,-68,0
2376,0.44,-73,1
2377,4.7,-98,1
2378,3.61,-59,0
2379,3.85,-58,0
2380,4.39,-50,0
2381,4.08,-68,0
2382,3.35,-79,0
2383,3.73,-68,0
2384,3.87,-76,0
2385,4.15,-50,0
2386,4.67,-76,0
2387,4.57,-55,0
2388,4.43,-78,0
2389,3.73,-55,0
2390,3.05,-76,0
2391,3.7,-50,0
2392,4.24,-58,0
2393,3.95,-50,0
2394,4.37,-71,0
2395,3.41,-71,0
2396,3.51,-51,0
2397,4.13,-77,0
2398,3.18,-77,0
2399,3.5,-52,0
2400,3.38,-71,0
2401,4.48,-70,0
2402,3.25,-61,0
2403,4.22,-71,0
2404,4.69,-58,0
2405,3.91,-80,0
2406,3.32,-64,0
2407,4.82,-75,0
2408,4.19,-78,0
2409,3.38,-75,0
2410,4.27,-59,0
2411,4.35,-69,0
